Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
0.14889945908071714,-0.26653101607848567,0.28910627182960985,0.16541863183414854,0.2742451323845109,-0.21402902304275723,0.8735968957562226,-0.26897870923858025,0.12355959692271325,-0.008154845800163846,0.10330665885868061,-0.3181184282697666,0.24211586070247879,-0.19288244829479975,-0.3016808869426832,-0.32926008914585225,0.3985293942642565,0.12908329039398794
-0.23987627408165532,-0.25833662676359154,-0.22641029799186557,-0.16991378887563643,0.5840275709262642,-0.21402902304275723,-1.6390713082522577,-0.2629021412390386,0.4734745654989255,-0.27839134963845213,0.465426560942681,-0.2517367726994779,-0.07250565256606582,-0.19611647665002255,-0.6716777277563571,-0.6932999216697966,0.49078156886246416,0.20090162328167785
0.78363534995806,0.06124455651728062,-0.6851953792683939,-0.28347114811435603,0.5840275709262642,-0.1529158144630512,-0.6340040266488655,0.08953880273437863,0.4734745654989255,-0.26552294469377163,0.465426560942681,-0.01940097820346742,-0.36409494573093476,-0.16803684308967318,0.48184183478039094,0.44164779149308875,-0.45344657114271897,-0.5891000384829137
-1.318927288573138,-0.10264322978060253,-1.0329840699135042,-0.38861334135731446,0.4678591564731067,-0.20964336376870657,-0.7747134460733405,-0.09275823725187166,-0.007658516293366356,-0.7030487128129053,0.32963159766118083,-0.2683321865920501,-0.4658661263493434,-0.1819854703346664,-0.8457938881392625,1.062656917563347,-0.9092808456279801,-1.3791017002475052
1.592923610826672,0.14318844966622218,-1.0995819042923551,-0.3555884069083744,0.23552232756679173,-0.15596670787108644,-0.5485733077125772,0.19284045872658712,0.07982022585068671,-0.6901803078682248,0.058041671098180564,0.4286751968959814,-0.3690291632157131,-0.1715163085544902,0.22066759420603302,0.20609260574230132,-0.730203094937342,-0.6250092049267587
0.40279381543165427,-0.26653101607848567,-1.0995819042923551,-0.383189167259912,0.7001959853794217,-0.21402902304275723,-0.7747134460733405,-0.2629021412390386,0.6046926787150051,-0.9089431919277914,0.6012215242241811,-0.2351413588069057,-0.45726298502896,-0.18986192679818933,2.3971195989923504,2.475988032068072,-0.2255294339000889,0.1649924568378329
1.6246604053705391,0.17596600692579883,0.3507709332915088,-0.38927215224304135,-2.746133643397584,-0.19009857787348078,-0.6390293630568825,0.2475295707224622,-0.1826160005814725,-0.10681261704271335,-3.427362386460323,0.7107972330697084,-0.467013120270554,0.05175157730553765,0.3077256743974856,0.29174903692440574,-0.8550148605702111,-1.0559192022529
-1.1126381240380017,0.06943894583217478,-0.7937251834413361,-0.3925893537060879,0.5840275709262642,-0.21345698052875062,-0.7294854184011876,0.10169193873346198,0.4734745654989255,-0.27839134963845213,0.465426560942681,0.09676691904453785,-0.47596906811368583,-0.19682198376423823,0.6124289550675701,0.5701324382662455,-0.6053913293044728,-1.091828368696745
-0.23987627408165532,-0.1681983442997558,0.824355533318893,-0.1282816835927482,-0.5002109639698724,-0.21402902304275723,0.8534955501241548,-0.18998332524453848,0.4734745654989255,1.0127386131444813,0.42016157318218095,-0.3181184282697666,-0.254511213017855,-0.15072276480260277,-0.8022648480435361,-0.8431986762384795,0.7892444866801949,1.4936316152601015
-0.5572442195203267,-0.25833662676359154,-0.6777956198929661,-0.38934890227501806,-2.746133643397584,-0.1784670467553464,1.195218425869308,-0.2629021412390386,-0.35757348486957863,1.2658172437231956,-3.427362386460323,-0.3181184282697666,-0.4245234524040368,-0.19346647290568517,-0.04050664636832508,-0.07229079559953865,0.5450475539202334,0.2727199561693684
3.6796178520859364,-0.02069933663166096,-0.22394371153338957,-0.38259329111421003,-0.1517057206103999,-0.21402902304275723,-0.47821859800033967,0.01054341874033684,-0.35757348486957863,-0.4242332723448299,-0.3946082065068199,3.067346005814958,-0.44949353417428334,-0.024276227009621985,0.6341934751154332,0.6129606538572978,-1.1371979828706107,-0.8763733700336747
-0.9539541513186659,0.4709640222619885,-0.5865319209293556,-0.3729822892993534,-2.0878459614963583,0.46145784558004677,-1.0661829577383242,0.533128266700921,-0.48879159808565825,-0.13254942693207436,-0.48513818202782,1.889071619442333,-0.4554841799545876,0.040830538406379055,-0.17109376665550421,-0.2007754423726954,-1.8046695990811716,-2.2768308613436328
0.45039900724745496,-0.26653101607848567,0.5110990530924463,-0.3454751932282586,-1.3908354747774132,-0.21402902304275723,-0.7998401281134252,-0.26897870923858025,0.4734745654989255,2.2180792096295443,0.465426560942681,-0.06918721988118393,-0.42148897798360146,-0.19784240572913875,0.5471353949239807,0.5273042226751934,-0.6867903068911266,-0.8763733700336747
-0.7555991854194963,-0.26653101607848567,-0.6506631688497305,-0.34280822036860464,0.7001959853794217,-0.21402902304275723,-0.8048654645214421,-0.26897870923858025,0.6046926787150051,0.8497388171785292,0.555956536463681,-0.3181184282697666,-0.4228341762289053,-0.1997580266438407,1.98359371808295,1.9620494449754446,0.1217728704696341,-0.19409920760061794
